Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
jogurt-rjaschenka,Jogurt Rjaschenka,<p>Jogurt Rjaschenka — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030957171047,,shopify,100,deny,manual,1.19,,TRUE,TRUE,4030957171047,,1,Jogurt Rjaschenka,FALSE,Jogurt Rjaschenka | A&A International Supermarkt,Buy Jogurt Rjaschenka at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
kaese-geraeuchert,Käse Geräuchert,<p>Käse Geräuchert — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030957183446,,shopify,100,deny,manual,2.99,,TRUE,TRUE,4030957183446,,1,Käse Geräuchert,FALSE,Käse Geräuchert | A&A International Supermarkt,Buy Käse Geräuchert at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
saure-sahne,saure Sahne,<p>saure Sahne — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030957171016,,shopify,100,deny,manual,1.29,,TRUE,TRUE,4030957171016,,1,saure Sahne,FALSE,saure Sahne | A&A International Supermarkt,Buy saure Sahne at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
frischkaese,Frischkäse,<p>Frischkäse — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030011180275,,shopify,100,deny,manual,2.29,,TRUE,TRUE,4030011180275,,1,Frischkäse,FALSE,Frischkäse | A&A International Supermarkt,Buy Frischkäse at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
schmelzkaese-geraeuchert,Schmelzkäse geräuchert,<p>Schmelzkäse geräuchert — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030957181275,,shopify,100,deny,manual,3.19,,TRUE,TRUE,4030957181275,,1,Schmelzkäse geräuchert,FALSE,Schmelzkäse geräuchert | A&A International Supermarkt,Buy Schmelzkäse geräuchert at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
weiskohl-mit-moehren,Weiskohl mit Möhren,<p>Weiskohl mit Möhren — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,4033443092093,,shopify,100,deny,manual,2.99,,TRUE,TRUE,4033443092093,,1,Weiskohl mit Möhren,FALSE,Weiskohl mit Möhren | A&A International Supermarkt,Buy Weiskohl mit Möhren at A&A International Supermarkt. Canned Goods — authentic international products.,active
weiskohl-nach-koreanische-art,Weiskohl nach Koreanische art,<p>Weiskohl nach Koreanische art — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,4033443092390,,shopify,100,deny,manual,2.99,,TRUE,TRUE,4033443092390,,1,Weiskohl nach Koreanische art,FALSE,Weiskohl nach Koreanische art | A&A International Supermarkt,Buy Weiskohl nach Koreanische art at A&A International Supermarkt. Canned Goods — authentic international products.,active
pasta-filata-kaese-geraeuchert,Pasta filata Käse geräuchert,<p>Pasta filata Käse geräuchert — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030957181114,,shopify,100,deny,manual,2.99,,TRUE,TRUE,4030957181114,,1,Pasta filata Käse geräuchert,FALSE,Pasta filata Käse geräuchert | A&A International Supermarkt,Buy Pasta filata Käse geräuchert at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
weis-kaese,Weis Käse,<p>Weis Käse — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030011180206,,shopify,100,deny,manual,3.59,,TRUE,TRUE,4030011180206,,1,Weis Käse,FALSE,Weis Käse | A&A International Supermarkt,Buy Weis Käse at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
quark-riegel,Quark riegel,<p>Quark riegel — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,4770299397049,,shopify,100,deny,manual,0.89,,TRUE,TRUE,4770299397049,,1,Quark riegel,FALSE,Quark riegel | A&A International Supermarkt,Buy Quark riegel at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
quark-riegel-vanille,Quark riegel Vanille,<p>Quark riegel Vanille — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,4770299397032,,shopify,100,deny,manual,0.89,,TRUE,TRUE,4770299397032,,1,Quark riegel Vanille,FALSE,Quark riegel Vanille | A&A International Supermarkt,Buy Quark riegel Vanille at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
eingelegte-mischpilze,Eingelegte Mischpilze,<p>Eingelegte Mischpilze — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,4030011090376,,shopify,100,deny,manual,3.69,,TRUE,TRUE,4030011090376,,1,Eingelegte Mischpilze,FALSE,Eingelegte Mischpilze | A&A International Supermarkt,Buy Eingelegte Mischpilze at A&A International Supermarkt. Canned Goods — authentic international products.,active
kaese-stiks,Käse stiks,<p>Käse stiks — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030957183385,,shopify,100,deny,manual,2.49,,TRUE,TRUE,4030957183385,,1,Käse stiks,FALSE,Käse stiks | A&A International Supermarkt,Buy Käse stiks at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
big-eis,Big Eis,<p>Big Eis — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4260170561169,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4260170561169,,1,Big Eis,FALSE,Big Eis | A&A International Supermarkt,Buy Big Eis at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
family-pack,Family Pack,<p>Family Pack — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4260170564771,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4260170564771,,1,Family Pack,FALSE,Family Pack | A&A International Supermarkt,Buy Family Pack at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
teigtaschen-mit-rinderfleischfuellung,Teigtaschen mit Rinderfleischfüllung,<p>Teigtaschen mit Rinderfleischfüllung — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,4036117012724,,shopify,100,deny,manual,7.49,,TRUE,TRUE,4036117012724,,1,Teigtaschen mit Rinderfleischfüllung,FALSE,Teigtaschen mit Rinderfleischfüllung | A&A International Supermarkt,Buy Teigtaschen mit Rinderfleischfüllung at A&A International Supermarkt. Canned Goods — authentic international products.,active
teigtasche-mit-kartoffelfuellung,Teigtasche mit Kartoffelfüllung,<p>Teigtasche mit Kartoffelfüllung — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4036117012731,,shopify,100,deny,manual,7.29,,TRUE,TRUE,4036117012731,,1,Teigtasche mit Kartoffelfüllung,FALSE,Teigtasche mit Kartoffelfüllung | A&A International Supermarkt,Buy Teigtasche mit Kartoffelfüllung at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
teigtaschen-mit-kartoffel,Teigtaschen mit kartoffel,<p>Teigtaschen mit kartoffel — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4038745022359,,shopify,100,deny,manual,2.49,,TRUE,TRUE,4038745022359,,1,Teigtaschen mit kartoffel,FALSE,Teigtaschen mit kartoffel | A&A International Supermarkt,Buy Teigtaschen mit kartoffel at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
carabao,Carabao,<p>Carabao — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,8855790000028,,shopify,100,deny,manual,1.30,,TRUE,TRUE,8855790000028,,1,Carabao,FALSE,Carabao | A&A International Supermarkt,Buy Carabao at A&A International Supermarkt. Beverages — authentic international products.,active
red-bull,Red Bull,<p>Red Bull — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90162565,,shopify,100,deny,manual,2.50,,TRUE,TRUE,90162565,,1,Red Bull,FALSE,Red Bull | A&A International Supermarkt,Buy Red Bull at A&A International Supermarkt. Beverages — authentic international products.,active
red-bull-acai,Red Bull Acai,<p>Red Bull Acai — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90433221,,shopify,100,deny,manual,1.99,,TRUE,TRUE,90433221,,1,Red Bull Acai,FALSE,Red Bull Acai | A&A International Supermarkt,Buy Red Bull Acai at A&A International Supermarkt. Beverages — authentic international products.,active
red-bull-junberry,Red Bull Junberry,<p>Red Bull Junberry — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90453885,,shopify,100,deny,manual,1.99,,TRUE,TRUE,90453885,,1,Red Bull Junberry,FALSE,Red Bull Junberry | A&A International Supermarkt,Buy Red Bull Junberry at A&A International Supermarkt. Beverages — authentic international products.,active
red-bull-aprikose-erdbeere,Red Bull Aprikose Erdbeere,<p>Red Bull Aprikose Erdbeere — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90448638,,shopify,100,deny,manual,1.99,,TRUE,TRUE,90448638,,1,Red Bull Aprikose Erdbeere,FALSE,Red Bull Aprikose Erdbeere | A&A International Supermarkt,Buy Red Bull Aprikose Erdbeere at A&A International Supermarkt. Beverages — authentic international products.,active
red-bull-wassermelone,Red Bull Wassermelone,<p>Red Bull Wassermelone — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90435973,,shopify,100,deny,manual,1.99,,TRUE,TRUE,90435973,,1,Red Bull Wassermelone,FALSE,Red Bull Wassermelone | A&A International Supermarkt,Buy Red Bull Wassermelone at A&A International Supermarkt. Beverages — authentic international products.,active
coca-cola,Coca COLA,<p>Coca COLA — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,5000112547689,,shopify,100,deny,manual,1.50,,TRUE,TRUE,5000112547689,,1,Coca COLA,FALSE,Coca COLA | A&A International Supermarkt,Buy Coca COLA at A&A International Supermarkt. Beverages — authentic international products.,active
coca-cola-zero,Coca Cola Zero,<p>Coca Cola Zero — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,5000112552157,,shopify,100,deny,manual,1.50,,TRUE,TRUE,5000112552157,,1,Coca Cola Zero,FALSE,Coca Cola Zero | A&A International Supermarkt,Buy Coca Cola Zero at A&A International Supermarkt. Beverages — authentic international products.,active
sprite,Sprite,<p>Sprite — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,5000112547207,,shopify,100,deny,manual,1.50,,TRUE,TRUE,5000112547207,,1,Sprite,FALSE,Sprite | A&A International Supermarkt,Buy Sprite at A&A International Supermarkt. Beverages — authentic international products.,active
mexo-mix,Mexo Mix,<p>Mexo Mix — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,5000112547221,,shopify,100,deny,manual,1.50,,TRUE,TRUE,5000112547221,,1,Mexo Mix,FALSE,Mexo Mix | A&A International Supermarkt,Buy Mexo Mix at A&A International Supermarkt. Beverages — authentic international products.,active
fanta,Fanta,<p>Fanta — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,5000112547160,,shopify,100,deny,manual,1.50,,TRUE,TRUE,5000112547160,,1,Fanta,FALSE,Fanta | A&A International Supermarkt,Buy Fanta at A&A International Supermarkt. Beverages — authentic international products.,active
fanta-exotic,Fanta Exotic,<p>Fanta Exotic — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,5000112514124,,shopify,100,deny,manual,1.50,,TRUE,TRUE,5000112514124,,1,Fanta Exotic,FALSE,Fanta Exotic | A&A International Supermarkt,Buy Fanta Exotic at A&A International Supermarkt. Beverages — authentic international products.,active
waaser-still,Waaser Still,<p>Waaser Still — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,4047235053100,,shopify,100,deny,manual,1.50,,TRUE,TRUE,4047235053100,,1,Waaser Still,FALSE,Waaser Still | A&A International Supermarkt,Buy Waaser Still at A&A International Supermarkt. Beverages — authentic international products.,active
wasser-mit-kohlensaeure,Wasser mit Kohlensäure,<p>Wasser mit Kohlensäure — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,4047235053308,,shopify,100,deny,manual,1.50,,TRUE,TRUE,4047235053308,,1,Wasser mit Kohlensäure,FALSE,Wasser mit Kohlensäure | A&A International Supermarkt,Buy Wasser mit Kohlensäure at A&A International Supermarkt. Beverages — authentic international products.,active
erfrischungsgetraenk-birne,Erfrischungsgetränk Birne,<p>Erfrischungsgetränk Birne — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,4038745603756,,shopify,100,deny,manual,1.69,,TRUE,TRUE,4038745603756,,1,Erfrischungsgetränk Birne,FALSE,Erfrischungsgetränk Birne | A&A International Supermarkt,Buy Erfrischungsgetränk Birne at A&A International Supermarkt. Beverages — authentic international products.,active
erfrischungsgetraenk-waldmeister,Erfrischungsgetränk Waldmeister,<p>Erfrischungsgetränk Waldmeister — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,4038745603725,,shopify,100,deny,manual,1.69,,TRUE,TRUE,4038745603725,,1,Erfrischungsgetränk Waldmeister,FALSE,Erfrischungsgetränk Waldmeister | A&A International Supermarkt,Buy Erfrischungsgetränk Waldmeister at A&A International Supermarkt. Beverages — authentic international products.,active
erfrischungsgetraenk-malz,Erfrischungsgetränk Malz,<p>Erfrischungsgetränk Malz — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,4038745603732,,shopify,100,deny,manual,1.69,,TRUE,TRUE,4038745603732,,1,Erfrischungsgetränk Malz,FALSE,Erfrischungsgetränk Malz | A&A International Supermarkt,Buy Erfrischungsgetränk Malz at A&A International Supermarkt. Beverages — authentic international products.,active
coca-cola,,,A&A International Supermarkt,,Beverages,beverages,TRUE,Size,Stk,5000112547726,,shopify,100,deny,manual,2.19,,TRUE,TRUE,5000112547726,,,,FALSE,,,active
coca-cola,,,A&A International Supermarkt,,Beverages,beverages,TRUE,Size,Kiste,5000112547733,,shopify,100,deny,manual,7.95,,TRUE,TRUE,5000112547733,,,,FALSE,,,active
fanta,,,A&A International Supermarkt,,Beverages,beverages,TRUE,Size,Stk,5000112547849,,shopify,100,deny,manual,2.74,,TRUE,TRUE,5000112547849,,,,FALSE,,,active
fanta,,,A&A International Supermarkt,,Beverages,beverages,TRUE,Size,Kiste,5000112547856,,shopify,100,deny,manual,7.96,,TRUE,TRUE,5000112547856,,,,FALSE,,,active
okraschoten,Okraschoten,<p>Okraschoten — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2700051,,shopify,100,deny,manual,6.99,,TRUE,TRUE,2700051,,1,Okraschoten,FALSE,Okraschoten | A&A International Supermarkt,Buy Okraschoten at A&A International Supermarkt. Fresh Produce — authentic international products.,active
haenchenschenkel,Hänchenschenkel,<p>Hänchenschenkel — Meat & Deli</p>,A&A International Supermarkt,Food & Grocery,Meat & Deli,"meat,-deli",TRUE,Size,Stk,2700015,,shopify,100,deny,manual,2.99,,TRUE,TRUE,2700015,,1,Hänchenschenkel,FALSE,Hänchenschenkel | A&A International Supermarkt,Buy Hänchenschenkel at A&A International Supermarkt. Meat & Deli — authentic international products.,active
quitten,Quitten,<p>Quitten — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2700054,,shopify,100,deny,manual,6.99,,TRUE,TRUE,2700054,,1,Quitten,FALSE,Quitten | A&A International Supermarkt,Buy Quitten at A&A International Supermarkt. Fresh Produce — authentic international products.,active
indische-chili-scharf,Indische Chili Scharf,<p>Indische Chili Scharf — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2700050,,shopify,100,deny,manual,6.99,,TRUE,TRUE,2700050,,1,Indische Chili Scharf,FALSE,Indische Chili Scharf | A&A International Supermarkt,Buy Indische Chili Scharf at A&A International Supermarkt. Fresh Produce — authentic international products.,active
pfirsich-eistee,Pfirsich Eistee,<p>Pfirsich Eistee — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,4070700070111,,shopify,100,deny,manual,1.50,,TRUE,TRUE,4070700070111,,1,Pfirsich Eistee,FALSE,Pfirsich Eistee | A&A International Supermarkt,Buy Pfirsich Eistee at A&A International Supermarkt. Beverages — authentic international products.,active
red-bull-tropical,Red Bull Tropical,<p>Red Bull Tropical — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90415722,,shopify,100,deny,manual,1.99,,TRUE,TRUE,90415722,,1,Red Bull Tropical,FALSE,Red Bull Tropical | A&A International Supermarkt,Buy Red Bull Tropical at A&A International Supermarkt. Beverages — authentic international products.,active
